url,topic,prob
https://www.aljazeera.net/news/2026/5/1/%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7-%d8%a5%d8%b9%d8%af%d8%a7%d9%85-%d8%b3%d8%ac%d9%8a%d9%86-%d9%82%d8%b6%d9%89-%d9%86%d8%b5%d9%81-%d9%82%d8%b1%d9%86-%d8%a8%d8%a7%d9%86%d8%aa%d8%b8%d8%a7%d8%b1,11,1.0
https://www.aljazeera.net/news/2026/5/1/%d9%83%d9%8a%d9%81-%d8%aa%d8%b3%d8%aa%d8%b9%d8%af-%d8%a5%d9%8a%d8%b1%d8%a7%d9%86-%d9%84%d8%a7%d8%ad%d8%aa%d9%85%d8%a7%d9%84-%d8%aa%d9%88%d8%ac%d9%8a%d9%87-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7,0,0.9786
https://www.aljazeera.net/news/2026/5/1/%d8%a3%d9%88%d9%83%d8%b1%d8%a7%d9%86%d9%8a%d8%a7-%d8%aa%d8%b3%d8%aa%d8%ae%d8%af%d9%85-%d9%84%d8%b9%d8%a8%d8%a9-%d9%81%d9%8a%d8%af%d9%8a%d9%88-%d9%83%d9%85%d9%86%d8%b5%d8%a9,12,0.5472
https://www.aljazeera.net/news/liveblog/2026/4/30/%d9%85%d8%a8%d8%a7%d8%b4%d8%b1-%d8%a5%d8%b3%d8%b1%d8%a7%d8%a6%d9%8a%d9%84-%d8%aa%d8%a8%d8%af%d8%a3-%d8%a7%d9%84%d8%b3%d9%8a%d8%b7%d8%b1%d8%a9-%d8%b9%d9%84%d9%89-%d8%b3%d9%81%d9%86,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%aa%d8%ad%d8%b0%d9%8a%d8%b1%d8%a7%d8%aa-%d9%85%d9%86-%d8%a3%d9%82%d8%b3%d9%89-%d8%a7%d9%84%d8%b4%d9%87%d9%88%d8%b1-%d8%b9%d9%84%d9%89-%d8%a7%d9%84%d8%a3%d9%82%d8%b5%d9%89-%d9%81%d9%8a,17,1.0
https://www.aljazeera.net/news/2026/4/30/%d8%aa%d8%b3%d9%86%d9%8a%d9%85-%d8%a7%d9%84%d8%a5%d9%81%d8%b1%d8%a7%d8%ac-%d8%b9%d9%86-6-%d9%85%d9%86-%d8%b7%d8%a7%d9%82%d9%85-%d8%b3%d9%81%d9%8a%d9%86%d8%a9,0,1.0
https://www.aljazeera.net/news/2026/4/30/%d9%85%d8%a7-%d8%a7%d9%84%d8%b0%d9%8a-%d9%86%d8%b9%d8%b1%d9%81%d9%87-%d8%b9%d9%86-%d8%a7%d8%b3%d8%b7%d9%88%d9%84-%d8%a7%d9%84%d8%b5%d9%85%d9%88%d8%af-%d8%a7%d9%84%d8%b0%d9%8a,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%a8%d9%88%d8%aa%d9%8a%d9%86-%d9%8a%d8%af%d8%ae%d9%84-%d8%b9%d9%84%d9%89-%d8%ae%d8%b7-%d8%ad%d9%84-%d8%a3%d8%b2%d9%85%d8%a9-%d8%a5%d9%8a%d8%b1%d8%a7%d9%86-%d9%88%d9%8a%d9%82%d8%aa%d8%b1%d8%ad,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d9%85%d9%82%d8%aa%d9%84-%d9%81%d9%84%d8%b3%d8%b7%d9%8a%d9%86%d9%8a-%d8%a8%d8%b1%d8%b5%d8%a7%d8%b5-%d8%a7%d9%84%d8%a7%d8%ad%d8%aa%d9%84%d8%a7%d9%84,15,1.0
https://www.aljazeera.net/news/2026/4/30/%d8%aa%d8%b1%d9%85%d8%a8-%d9%8a%d9%84%d9%88%d8%ad-%d8%a8%d8%aa%d9%82%d9%84%d9%8a%d8%b5-%d8%a7%d9%84%d9%82%d9%88%d8%a7%d8%aa-%d8%a7%d9%84%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d9%8a%d8%a9-%d9%81%d9%8a,0,1.0
https://www.aljazeera.net/news/2026/4/30/%d8%a5%d8%af%d8%a7%d8%b1%d8%a9-%d8%aa%d8%b1%d9%85%d8%a8-%d8%aa%d8%b3%d8%b9%d9%89-%d9%84%d8%a8%d9%86%d8%a7%d8%a1-%d8%aa%d8%ad%d8%a7%d9%84%d9%81-%d8%af%d9%88%d9%84%d9%8a-%d9%84%d9%81%d8%aa%d8%ad,0,1.0
https://www.aljazeera.net/news/2026/4/30/%d8%a3%d9%83%d8%a8%d8%b1-%d8%ad%d8%a7%d9%85%d9%84%d8%a9-%d8%b7%d8%a7%d8%a6%d8%b1%d8%a7%d8%aa-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d9%8a%d8%a9-%d8%aa%d8%b3%d8%aa%d8%b9%d8%af,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%ae%d8%b1%d8%a7%d8%a6%d8%b7-%d8%a5%d8%b3%d8%b1%d8%a7%d8%a6%d9%8a%d9%84%d9%8a%d8%a9-%d8%ad%d8%af%d9%8a%d8%ab%d8%a9-%d8%aa%d9%83%d8%b4%d9%81-%d8%aa%d9%88%d8%b3%d9%8a%d8%b9-%d9%86%d8%b7%d8%a7%d9%82,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d9%81%d9%8a-%d8%a5%d9%81%d8%a7%d8%af%d8%aa%d9%87-%d8%a7%d9%84%d8%a3%d9%88%d9%84%d9%89-%d9%81%d9%8a-%d8%a7%d9%84%d9%83%d9%88%d9%86%d8%ba%d8%b1%d8%b3-%d8%a7%d8%aa%d9%87%d8%a7%d9%85%d8%a7%d8%aa,0,0.966
https://www.aljazeera.net/news/2026/4/30/%d9%88%d8%ab%d9%8a%d9%82%d8%a9-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d9%8a%d8%a9-%d9%85%d8%b3%d8%b1%d8%a8%d8%a9-%d8%aa%d9%82%d8%aa%d8%b1%d8%ad-%d8%a5%d9%86%d8%b4%d8%a7%d8%a1-%d8%aa%d8%ad%d8%a7%d9%84%d9%81,0,1.0
https://www.aljazeera.net/news/2026/4/30/%d8%a7%d9%84%d9%82%d8%b6%d8%a7%d8%a1-%d8%a7%d9%84%d9%86%d9%8a%d9%88%d8%b2%d9%8a%d9%84%d9%86%d8%af%d9%8a-%d9%8a%d8%ab%d8%a8%d8%aa-%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d8%b3%d9%81%d8%a7%d8%ad,11,0.7012
https://www.aljazeera.net/news/2026/4/30/%d8%b9%d8%b2%d9%84-%d8%ac%d9%86%d9%88%d8%a8-%d8%a7%d9%84%d9%84%d9%8a%d8%b7%d8%a7%d9%86%d9%8a-%d8%b5%d9%88%d8%b1-%d9%81%d8%b6%d8%a7%d8%a6%d9%8a%d8%a9-%d8%aa%d9%83%d8%b4%d9%81,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%a5%d8%af%d8%a7%d9%86%d8%a9-%d8%a3%d9%81%d8%ba%d8%a7%d9%86%d9%8a-%d9%81%d9%8a-%d9%81%d8%b1%d8%ac%d9%8a%d9%86%d9%8a%d8%a7-%d8%a8%d8%aa%d8%b3%d9%87%d9%8a%d9%84-%d8%aa%d9%81%d8%ac%d9%8a%d8%b1,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d9%81%d8%ac%d8%b1%d9%88%d8%a7-%d8%a3%d9%86%d9%81%d8%b3%d9%83%d9%85-%d9%88%d8%b5%d9%8a%d8%a9-%d8%b2%d8%b9%d9%8a%d9%85-%d9%83%d9%88%d8%b1%d9%8a%d8%a7,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%a8%d8%b9%d8%af-8-%d8%a3%d9%8a%d8%a7%d9%85-%d9%81%d9%8a-%d8%b9%d8%b1%d8%b6-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1-%d8%a5%d9%86%d9%82%d8%a7%d8%b0-7-%d9%85%d9%87%d8%a7%d8%ac%d8%b1%d9%8a%d9%86,10,0.4269
https://www.aljazeera.net/news/2026/4/30/%d9%81%d9%8a-%d8%b4%d9%87%d8%a7%d8%af%d8%a9-%d8%ba%d9%8a%d8%b1-%d9%85%d8%b3%d8%a8%d9%88%d9%82%d8%a9-%d8%a7%d9%84%d8%b7%d9%8a%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d9%86%d9%81%d8%b0-%d9%8a%d9%83%d8%b4%d9%81,6,1.0
https://www.aljazeera.net/news/2026/4/30/%d9%84%d8%aa%d8%ba%d8%b7%d9%8a%d8%aa%d9%87%d8%a7-%d9%81%d8%b8%d8%a7%d8%a6%d8%b9-%d8%ba%d8%b2%d8%a9-%d8%a7%d9%84%d8%ac%d8%b2%d9%8a%d8%b1%d8%a9,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%a5%d9%84%d9%8a%d9%83-%d8%a3%d8%a8%d8%b1%d8%b2-5-%d9%85%d9%88%d8%a7%d9%82%d9%81-%d9%81%d9%8a-%d8%a7%d9%84%d8%b4%d9%87%d8%a7%d8%af%d8%a9-%d8%a7%d9%84%d8%a3%d9%88%d9%84%d9%89,0,0.966
https://www.aljazeera.net/news/2026/4/30/%d9%85%d9%84%d8%a7%d9%8a%d9%8a%d9%86-%d8%a7%d9%84%d8%b6%d8%ad%d8%a7%d9%8a%d8%a7-%d9%88%d8%aa%d8%b1%d9%8a%d9%84%d9%8a%d9%88%d9%86%d8%a7%d8%aa-%d8%a7%d9%84%d8%af%d9%88%d9%84%d8%a7%d8%b1%d8%a7%d8%aa,1,0.3349
https://www.aljazeera.net/news/2026/4/30/%d8%ba%d8%a7%d8%b1%d8%a7%d8%aa-%d9%85%d9%83%d8%ab%d9%81%d8%a9-%d8%a8%d8%ac%d9%86%d9%88%d8%a8-%d9%84%d8%a8%d9%86%d8%a7%d9%86-%d9%88%d8%ad%d8%b1%d8%a7%d8%a6%d9%82,2,0.7681
https://www.aljazeera.net/news/2026/4/30/%d8%a8%d8%b2%d8%b4%d9%83%d9%8a%d8%a7%d9%86-%d8%a7%d9%84%d8%ad%d8%b5%d8%a7%d8%b1-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1%d9%8a-%d8%b9%d9%84%d9%89-%d8%a5%d9%8a%d8%b1%d8%a7%d9%86-%d9%85%d8%ad%d9%83%d9%88%d9%85,0,0.9096
https://www.aljazeera.net/news/2026/4/30/%d8%a3%d8%b2%d9%85%d8%a9-%d8%a5%d9%85%d8%af%d8%a7%d8%af%d8%a7%d8%aa-%d8%a7%d9%84%d8%a3%d9%83%d8%b3%d8%ac%d9%8a%d9%86-%d8%aa%d9%87%d8%af%d8%af-%d8%ad%d9%8a%d8%a7%d8%a9,3,1.0
https://www.aljazeera.net/news/2026/4/30/%d9%85%d8%b1%d8%a7%d8%b3%d9%84%d9%88%d9%86-%d8%a8%d9%84%d8%a7-%d8%ad%d8%af%d9%88%d8%af-%d8%ad%d8%b1%d9%8a%d8%a9-%d8%a7%d9%84%d8%b5%d8%ad%d8%a7%d9%81%d8%a9-%d9%81%d9%8a,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d9%85%d8%b3%d8%a7%d9%84%d8%ae-%d9%88%d9%85%d8%b3%d8%aa%d8%b4%d9%81%d9%8a%d8%a7%d8%aa-%d8%aa%d8%aa%d8%ad%d9%88%d9%84-%d8%a5%d9%84%d9%89-%d9%85%d9%84%d8%a7%d8%b0%d8%a7%d8%aa,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%a8%d8%a7%d9%83%d8%b3%d8%aa%d8%a7%d9%86-%d9%85%d8%b3%d8%aa%d9%85%d8%b1%d9%88%d9%86-%d9%81%d9%8a-%d8%a7%d9%84%d8%b3%d8%b9%d9%8a-%d8%a5%d9%84%d9%89-%d8%b3%d9%84%d8%a7%d9%85-%d8%af%d8%a7%d8%a6%d9%85,0,1.0
https://www.aljazeera.net/news/2026/4/30/%d9%83%d9%8a%d9%86%d9%8a%d8%a7-%d8%aa%d8%b7%d9%88%d9%8a-%d8%b5%d9%81%d8%ad%d8%a9-%d9%87%d8%a7%d9%8a%d8%aa%d9%8a-%d9%87%d9%84-%d8%aa%d9%83%d8%b4%d9%81-%d8%a7%d9%84%d8%aa%d8%ac%d8%b1%d8%a8%d8%a9,5,0.8894
https://www.aljazeera.net/news/2026/4/30/%d9%88%d8%ab%d8%a7%d8%a6%d9%82-%d8%aa%d9%83%d8%b4%d9%81-%d8%aa%d9%81%d8%a7%d8%b5%d9%8a%d9%84-%d8%ac%d8%af%d9%8a%d8%af%d8%a9-%d8%b9%d9%86-%d9%87%d8%ac%d9%88%d9%85-%d8%b9%d8%b4%d8%a7%d8%a1,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%aa%d8%ac%d9%81%d9%8a%d9%81-%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%a8%d8%b9-%d9%88%d8%a7%d8%b9%d8%aa%d8%b1%d8%a7%d8%b6-%d8%a7%d9%84%d8%b3%d9%81%d9%86-%d8%a7%d9%84%d8%ad%d8%b1%d8%a8,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%a5%d8%af%d8%a7%d9%86%d8%a7%d8%aa-%d8%af%d9%88%d9%84%d9%8a%d8%a9-%d9%84%d8%a7%d8%b3%d8%aa%d9%8a%d9%84%d8%a7%d8%a1-%d8%a5%d8%b3%d8%b1%d8%a7%d8%a6%d9%8a%d9%84-%d8%b9%d9%84%d9%89,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%ad%d8%b1%d9%83%d8%a9-%d8%a7%d9%84%d9%86%d9%87%d8%b6%d8%a9-%d8%aa%d8%b9%d9%84%d9%86-%d8%aa%d8%af%d9%87%d9%88%d8%b1-%d8%b5%d8%ad%d8%a9-%d8%a7%d9%84%d8%ba%d9%86%d9%88%d8%b4%d9%8a-%d9%81%d9%8a,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d9%84%d9%85%d8%a7%d8%b0%d8%a7-%d9%8a%d8%b1%d9%83%d8%b2-%d8%ad%d8%b2%d8%a8-%d8%a7%d9%84%d9%84%d9%87-%d8%b6%d8%b1%d8%a8%d8%a7%d8%aa%d9%87-%d8%b9%d9%84%d9%89-%d8%b4%d9%88%d9%85%d9%8a%d8%b1%d8%a7,2,0.7239
https://www.aljazeera.net/news/2026/4/30/%d8%b6%d8%b1%d8%a8-%d8%b4%d8%b1%d8%a7%d9%8a%d9%8a%d9%86-%d8%a7%d9%84%d8%b7%d8%a7%d9%82%d8%a9-%d8%b5%d9%88%d8%b1-%d9%81%d8%b6%d8%a7%d8%a6%d9%8a%d8%a9-%d8%aa%d9%88%d8%ab%d9%82,12,0.9933
https://www.aljazeera.net/news/2026/4/30/%d9%87%d8%a2%d8%b1%d8%aa%d8%b3-%d9%85%d8%b3%d8%aa%d8%b4%d8%a7%d8%b1%d8%a9-%d9%86%d8%aa%d9%86%d9%8a%d8%a7%d9%87%d9%88-%d8%b7%d8%b1%d9%82%d8%aa-%d8%a3%d8%a8%d9%88%d8%a7%d8%a8,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d9%85%d9%82%d8%a7%d8%b7%d8%b9-%d9%85%d8%b3%d8%b1%d8%a8%d8%a9-%d9%85%d9%86-%d9%85%d8%b3%d8%aa%d8%b4%d9%81%d9%89-%d8%aa%d8%b4%d8%b1%d9%8a%d9%86-%d8%a7%d9%84%d8%b9%d8%b3%d9%83%d8%b1%d9%8a,6,0.8305
https://www.aljazeera.net/news/2026/4/30/%d8%b3%d9%84%d9%83-%d8%a8%d8%b3%d9%8a%d8%b7-%d9%8a%d9%82%d8%b7%d8%b9-%d9%81%d8%ae%d8%b1-%d8%a7%d9%84%d8%b5%d9%86%d8%a7%d8%b9%d8%a9-%d9%87%d9%84-%d8%a7%d9%86%d8%aa%d9%87%d8%aa,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%b1%d9%88%d8%b3%d9%8a%d8%a7-%d8%aa%d8%b1%d9%81%d8%b6-%d9%85%d8%b7%d8%a7%d9%84%d8%a8%d8%a9-%d8%a7%d9%84%d9%85%d8%b3%d9%84%d8%ad%d9%8a%d9%86-%d8%a8%d8%a7%d9%86%d8%b3%d8%ad%d8%a7%d8%a8%d9%87%d8%a7,5,0.8462
https://www.aljazeera.net/news/2026/4/30/%d8%b4%d9%87%d9%8a%d8%af-%d9%88%d8%a5%d8%b5%d8%a7%d8%a8%d8%a7%d8%aa-%d8%ac%d8%af%d9%8a%d8%af%d8%a9-%d9%81%d9%8a-%d8%ba%d8%b2%d8%a9-%d9%88%d8%aa%d8%ad%d8%b0%d9%8a%d8%b1%d8%a7%d8%aa-%d9%85%d9%86,3,1.0
https://www.aljazeera.net/news/2026/4/30/%d9%83%d9%8a%d9%81-%d8%a7%d8%ae%d8%aa%d8%b1%d9%82-%d8%b6%d8%a7%d8%a8%d8%b7-%d8%a5%d8%b3%d8%b1%d8%a7%d8%a6%d9%8a%d9%84%d9%8a-%d9%85%d9%86%d8%b8%d9%88%d9%85%d8%a9,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%ae%d8%a7%d9%85%d9%86%d8%a6%d9%8a-%d9%81%d8%b5%d9%84-%d8%ac%d8%af%d9%8a%d8%af-%d9%8a%d8%aa%d8%b4%d9%83%d9%84-%d9%81%d9%8a-%d8%a7%d9%84%d8%ae%d9%84%d9%8a%d8%ac-%d9%88%d9%85%d8%b6%d9%8a%d9%82,7,0.6202
https://www.aljazeera.net/news/2026/4/30/%d8%aa%d8%b9%d8%af%d9%8a%d9%84-%d9%82%d8%a7%d9%86%d9%88%d9%86-%d8%a7%d9%86%d8%aa%d8%ae%d8%a7%d8%a8%d9%8a-%d9%8a%d8%ab%d9%8a%d8%b1-%d8%a7%d8%b3%d8%aa%d9%82%d8%b7%d8%a7%d8%a8%d8%a7,5,1.0
https://www.aljazeera.net/news/2026/4/30/%d8%a3%d9%85%d9%86%d8%b3%d8%aa%d9%8a-%d8%aa%d8%b7%d8%a7%d9%84%d8%a8-%d8%a5%d9%86%d9%81%d8%a7%d9%86%d8%aa%d9%8a%d9%86%d9%88-%d8%a8%d9%83%d8%a8%d8%ad-%d8%b3%d9%8a%d8%a7%d8%b3%d8%a7%d8%aa,11,0.6921
https://www.aljazeera.net/news/2026/4/30/%d8%a8%d8%b1%d9%86%d8%a7%d9%85%d8%ac-%d8%a7%d9%84%d8%a3%d8%ba%d8%b0%d9%8a%d8%a9-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85%d9%8a-%d9%84%d8%a8%d9%86%d8%a7%d9%86-%d9%8a%d8%b4%d9%87%d8%af-%d8%a3%d8%ad%d8%af,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d8%a7%d9%84%d9%82%d8%b5%d8%a9-%d8%a7%d9%84%d9%83%d8%a7%d9%85%d9%84%d8%a9-%d9%84%d9%84%d9%87%d8%ac%d9%88%d9%85-%d9%83%d9%8a%d9%81-%d8%a7%d8%b9%d8%aa%d8%b1%d8%b6%d8%aa,-1,0.0
https://www.aljazeera.net/news/2026/4/30/%d9%84%d9%85%d8%a7%d8%b0%d8%a7-%d9%82%d8%b1%d8%b1%d8%aa-%d8%a3%d9%85%d8%b1%d9%8a%d9%83%d8%a7-%d8%a7%d8%b3%d8%aa%d8%ae%d8%af%d8%a7%d9%85-%d8%b5%d8%a7%d8%b1%d9%88%d8%ae-%d8%af%d8%a7%d8%b1%d9%83,0,1.0
